GSE,UID,n_samples,title,date,gdstype,tumor_pct,summary,category,reason,exclude_features,sample_example
GSE227803,200227803,54,Genome-wide activation of a glioma cancerous transcription program and super-enh,2023/03/31,Genome binding/occupancy profiling by high throughput sequen,0.0,A growing number of studies describe multiple functions of lncRNAs in chromatin that support their active roles in normal and disease-specific gene ex,E2,非表达谱技术(非Expression类型;ChIP/结合),细胞系/处理实验=18,EZH2_ChIPseq__CRISPRa_24h_premature_HOXDeRNA_
GSE122832,200122832,53,Glioblastoma initiating cells are sensitive to histone demethylase inhibition du,2020/03/02,Expression profiling by high throughput sequencing; Genome b,0.0,Cancer stem cells are characterized by their self-renewal properties and their ability to regenerate a tumor. They have chromatin features that are re,B,非目标瘤种/类型(细胞系/处理实验=8),细胞系/处理实验=8,NCH644_KDM4C_sh1_dox_RNA
GSE143940,200143940,52,RNAseq of a cohort series of 52 pediatric MBs in Taiwan,2022/05/18,Expression profiling by high throughput sequencing,0.0,"Background: Since 2016, a project for molecular diagnosis of childhood medulloblastoma (MB) was initiated in Taiwan. We aimed to integrate molecular c",D,样本标题/摘要无特征词,-,T3654
GSE276101,200276101,50,Divergence from the human astrocyte developmental trajectory in glioblastoma [bu,2024/10/31,Genome binding/occupancy profiling by high throughput sequen,0.0,Glioblastoma (GBM) is defined by heterogenous and resilient cell populations that closely reflect neurodevelopmental cell types. While it is clear tha,E2,非表达谱技术(非Expression类型;ChIP/结合),-,"Bulk ATAC-seq, GBM31, tumor"
GSE167300,200167300,50,"Systematic comparative analysis of strand-specific, cost-effective, RNA-seq libr",2021/02/23,Other,0.0,"Despite the precipitous decline in the cost of genome sequencing over the last few years, library preparation for RNA-seq is still laborious and expen",E2,非表达谱技术(非表达谱),-,100_ng_U019_SR
GSE269909,200269909,50,Divergent medulloblastoma chromatin states disclose KDM2B as a selective depende,2026/06/26,Expression profiling by high throughput sequencing,0.0,Medulloblastoma (MB) is a biologically heterogeneous childhood cerebellar tumor harboring frequent chromatin-modifying gene alterations. How these alt,D,样本标题/摘要无特征词,-,DMB006_control_rep1_batch2
GSE227804,200227804,50,Genome-wide activation of a glioma cancerous transcription program and super-enh,2023/03/31,Other,0.0,A growing number of studies describe multiple functions of lncRNAs in chromatin that support their active roles in normal and disease-specific gene ex,E2,非表达谱技术(非表达谱),细胞系/处理实验=26,ChiRP_NHA_HOXDeRNA_activated_siRNA_EZH2_LacZ
GSE185280,200185280,50,Epigenome programming by H3.3K27M mutation creates a dependence of pediatric gli,2022/09/02,Expression profiling by high throughput sequencing; Genome b,0.0,"Patients with diffuse midline gliomas-H3K27-altered (DMG) display a dismal prognosis. However, the molecular mechanisms underlying DMG tumorigenesis r",B,非目标瘤种/类型(细胞系/处理实验=4),细胞系/处理实验=4,DIPG17_H33K27M
GSE263588,200263588,49,Comprehensive transcriptomic profiling of glioblastoma patient-derived primary t,2024/04/14,Expression profiling by high throughput sequencing,91.8,Glioblastoma multiforme (GBM) is a highly aggressive primary brain cancer with significant transcriptomic heterogeneity among patients. Our study aims,E,瘤种词92%但细胞系/处理主导(45),正常/非肿瘤组织=4; 细胞系/处理实验=45,Patient-derived GBM cell line-18
GSE106810,200106810,49,LINE-2 transposable elements are a source of functional human microRNAs and targ,2019/01/23,Non-coding RNA profiling by high throughput sequencing; Expr,63.3,"Transposable elements (TEs) are dynamically expressed at high levels in multiple human tissues, but the function of TE-derived transcripts remains lar",A?,瘤种词样本63%,正常/非肿瘤组织=11; 非人类模型=3,Glioblastoma_AGO1RIP_B10_smallRNA
GSE199362,200199362,49,The clinical and molecular characteristics of progressive hypothalamic/optic pat,2022/12/21,Methylation profiling by genome tiling array; Expression pro,0.0,This SuperSeries is composed of the SubSeries listed below.,D,样本标题/摘要无特征词,-,HR32 (RNA-seq)
GSE290825,200290825,48,Metabolic Profiling of Adult and Pediatric Gliomas Reveals Enriched Glucose Avai,2025/03/19,Expression profiling by high throughput sequencing,54.2,Gliomas are the most common primary brain tumors and a major source of mortality and morbidity in adults and children. Recent genomic studies have ide,A?,瘤种词样本54%,其他癌种=9,2101-Pilocytic astrocytoma
GSE249544,200249544,48,Phenotypical states modulate sensitivity and transcriptional reprogramming in pa,2024/03/25,Expression profiling by high throughput sequencing,0.0,"Differential molecular response involving epigenetic, transcriptomic and proteomic adaptstions of glioblastoma cancer stem-like cells and serum differ",B,非目标瘤种/类型(细胞系/处理实验=12),细胞系/处理实验=12,SDCHF2303TMZ_a
GSE224952,200224952,48,The gene expression signature of electrical stimulation in the human brain,2023/02/13,Expression profiling by high throughput sequencing; Genome b,0.0,"Direct electrical stimulation (eSTIM) is widely used clinically, from neurosurgical mapping to therapeutic interventions for neurological and neuropsy",D,样本标题/摘要无特征词,-,"bulk, baseline, E8, RNA"
GSE158550,200158550,48,BRD8 maintains glioblastoma by epigenetic reprogramming of the P53 network [RNA-,2022/09/16,Expression profiling by high throughput sequencing,0.0,Transcriptome analysis by high throughput sequencing,B,非目标瘤种/类型(细胞系/处理实验=44),细胞系/处理实验=44,sgNeg3_R1
GSE98128,200098128,48,Mapping the chemotherapy-induced RNA interactome in Glioblastoma,2019/04/24,Expression profiling by high throughput sequencing; Non-codi,0.0,This SuperSeries is composed of the SubSeries listed below.,D,样本标题/摘要无特征词,-,SAB-13 (smallRNA-Seq)
GSE97632,200097632,48,Methylation DNA mediated KLF4 binding activity in glioblastoma cells,2017/05/27,Expression profiling by high throughput sequencing; Genome b,0.0,"RNA-seq, ChIP seq and Whole genome bisulfite seq for KLF4-mCpG binding in GBM cells",B,非目标瘤种/类型(细胞系/处理实验=33),细胞系/处理实验=33,RNA-seq WT+DOX 48h rep1
GSE323995,200323995,48,CReP-mediated control of eIF2a phosphorylation is a central node in high-risk me,2026/07/21,Expression profiling by high throughput sequencing,0.0,Medulloblastoma (MB) is the most common malignant pediatric brain tumor. The MYC‑amplified group 3 (G3) MB represents a high‑risk disease lacking effe,B,非目标瘤种/类型(细胞系/处理实验=32),细胞系/处理实验=32,D425_ShCTL_4
GSE237562,200237562,48,Dendritic Cell Vaccination in Conjunction with TLR Agonist Polarizes Interferon ,2023/10/11,Expression profiling by high throughput sequencing,0.0,"Autologous tumor lysate-pulsed dendritic cell (ATL-DC) vaccination is a promising immunotherapy for patients with high grade gliomas, but responses ha",D,样本标题/摘要无特征词,-,"Bulk RNA-seq PMBC, PostTx ATL-DC+PolyICLC 10"
GSE232283,200232283,47,H2A.Z histone variants facilitate HDACi-dependent removal of H3.3K27M mutant pro,2024/05/01,Expression profiling by high throughput sequencing; Genome b,0.0,"Diffuse intrinsic pontine gliomas (DIPG) are paediatric malignant gliomas developing  in the brainstem, where resection is unattainable, leaving palli",B,非目标瘤种/类型(细胞系/处理实验=19),细胞系/处理实验=19,"DIPGXIII, RNA-seq, 3h after SB939, replicate "
GSE271620,200271620,46,A novel Induced-recurrence PDX model recapitulates epi-genomic features of Gliob,2025/03/20,Expression profiling by high throughput sequencing,0.0,"Glioblastoma remains incurable and, due to its infiltrative growth, high levels of treatment resistance and population of glioma initiating/stem cells",A?,摘要含瘤种词(样本标题无特征),-,XGIC67_A_P5
GSE185695,200185695,46,LncRNA INHEG promotes glioma stem cell maintenance and tumorigenicity through re,2023/09/28,Expression profiling by high throughput sequencing,0.0,"Glioblastoma (GBM) ranks among the most lethal of human cancers, containing glioma stem cells (GSCs) that display therapeutic resistance. Here, we rep",B,非目标瘤种/类型(细胞系/处理实验=44),细胞系/处理实验=44,3565_GSC__NOP58_sg2_rep1
GSE207360,200207360,45,"Mesenchymal glioma stem cells trigger vasectasia, a distinct neovascularization ",2024/03/04,Expression profiling by high throughput sequencing; Other,0.0,"To investigate the functional role of EGFR in the formation of large vessels, we established a mesenchymal glioma stem cell line (GSC83) with intact E",B,非目标瘤种/类型(非人类模型=42),非人类模型=42,"Mouse5, WT, Outside_2 (GeoMx)"
GSE221384,200221384,45,Compendium of functional regulatory variants in human neuropsychiatric disease (,2022/12/23,Other,0.0,Abstract: Noncoding variants of presumed regulatory function contribute to neuropsychiatric disease heritability. 4442 noncoding variants connected to,E2,非表达谱技术(非表达谱),-,mpra_P-NPC_3
GSE74557,200074557,44,Adaptive chromatin remodeling in glioblastoma stem cell plasticity and drug tole,2017/01/25,Genome binding/occupancy profiling by high throughput sequen,0.0,"Many cancers are postulated to harbor developmental hierarchies in which cells display variability in stem-like character, tumor propagating ability, ",B,非目标瘤种/类型(细胞系/处理实验=44),细胞系/处理实验=44,H3K4me3_GSC8_4d-das_4d-KDM5C70_ChIPseq
GSE269557,200269557,44,Targeting the oncohistone-ASCL1 axis disrupts plasticity and suppresses pediatri,2026/07/10,Expression profiling by high throughput sequencing,0.0,"Phenotypic plasticity, a hallmark of cancer facilitated by epigenomic reprogramming, represents a significant challenge but also therapeutic opportuni",D,样本标题/摘要无特征词,-,DKO_DM_Week10_rep2
GSE148842,200148842,43,Deconvolution of Cell Type-Specific Drug Responses in Human Tumor Tissue with Si,2020/04/18,Expression profiling by high throughput sequencing,0.0,Precision oncology requires the timely selection of effective drugs or drug combinations for individual patients. The ideal platform would enable rapi,A?,摘要含瘤种词(样本标题无特征),-,PW051708
GSE249657,200249657,42,Enhancing transcription replication conflict targets ecDNA positive cancers,2024/05/23,Other; Genome binding/occupancy profiling by high throughput,0.0,Extrachromosomal DNA (ecDNA) presents a major challenge for cancer patients. EcDNA renders tumours treatment-resistant by facilitating massive oncogen,B,非目标瘤种/类型(细胞系/处理实验=40),细胞系/处理实验=40,"GBM39, ec, RiboZero, rep1"
GSE114222,200114222,42,Loss of m6A RNA methylation during glioma stem cell differentiation is regulated,2021/01/10,Other; Expression profiling by high throughput sequencing,0.0,This study highlights a critical role of m6A RNA methylation in regulation of translation in human cancer cells and identifies regulatory miRNAs that ,D,样本标题/摘要无特征词,-,Stem Total RNA - Sample 2
GSE148803,200148803,42,Gene expression regulation by the Chromodomain Helicase DNA-binding protein 9 (C,2020/04/17,Expression profiling by high throughput sequencing,0.0,Purpose: Chromodomain helicase DNA-binding (CHD) chromatin remodelers regulate transcription and DNA repair. Chd1-8 show upon germline disruption pron,B,非目标瘤种/类型(细胞系/处理实验=12),细胞系/处理实验=12,EmuMyc_CHD9#KO1
GSE125905,200125905,42,Reassessment of Exosome Composition,2019/03/18,Expression profiling by high throughput sequencing; Non-codi,0.0,"RNA-Seq of cellular and extracellular samples from DKO-1 and Gli36 cell lines. The distribution of extracellular RNA between microvesicles, and crude ",D,样本标题/摘要无特征词,-,DKO1_Exo_Cell_RNA_1
GSE33912,200033912,42,Functional Identification of Critical Bmi1 target genes in Neural Progenitor and,2013/05/21,Genome binding/occupancy profiling by high throughput sequen,0.0,"In this study, we combined a genome-wide analysis of the Polycomb protein Bmi1 and an in vivo RNAi screening to identify critical targets whose repres",B,非目标瘤种/类型(细胞系/处理实验=23),细胞系/处理实验=23,Neural progenitor cells+GFP knockdown+BMP4(10
GSE200062,200200062,41,A SOX2 engineered epigenetic silencer factor represses the glioblastoma genetic ,2022/08/10,Expression profiling by high throughput sequencing; Genome b,0.0,"By rational engineering of the transcription factor SOX2, a key promoter of GBM malignancy, we generated a synthetic repressor named SOX2 Epigenetic S",A?,摘要含瘤种词(样本标题无特征),-,NeuSes2
